index,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,torque_splitnm,torque_splitrpm,selling_price_grouped,std_price
4951,5095,Toyota,2017,7500,25538,Central,Indiana,Fort Wayne,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,5,N,132.0,3000,7500.0,-0.03049730524119192
4952,5096,Maruti,2018,7200,69779,Central,Indiana,Fort Wayne,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,5,N,113.0,4200,7200.0,-0.061227503353226194
4953,5097,Hyundai,2017,5400,56290,Central,Indiana,Fort Wayne,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,5,N,190.24,2000,5400.0,-0.2456086920254318
4954,5098,BMW,2019,64800,7500,Central,Indiana,Fort Wayne,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,5,N,400.0,2125,64800.0,5.838970534157355
4955,5099,BMW,2019,66000,8500,Central,Indiana,Gary,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,5,N,400.0,2125,66000.0,5.961891326605492
4956,5100,Honda,2019,9348,7032,East,Ohio,Mount Vernon,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,5,N,110.0,4800,9348.0,0.1588007151289392
4957,5101,Skoda,2016,7740,11000,West,Colorado,Louisville,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,5,N,153.0,3800,7740.0,-0.005913146751564502
4958,5102,Volvo,2018,29700,2000,East,Maryland,Middle River,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,5,N,350.0,2125,29700.0,2.2435373550493445
4959,5103,Maruti,2017,5700,40000,East,Ohio,Mount Vernon,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,5,N,90.0,3500,5700.0,-0.21487849391339756
4960,5104,Maruti,2015,4800,20000,West,Colorado,Louisville,Petrol,Individual,Automatic,First_Owner,20.51,998,67.0,5,N,90.0,3500,4800.0,-0.30706908824950035
4961,5106,Fiat,2011,3600,60000,East,Maryland,Middle River,Diesel,Individual,Manual,First_Owner,20.3,1248,75.0,5,N,197.0,1750,3600.0,-0.42998988069763744
4962,5107,Mahindra,2011,4800,475000,East,Maryland,Middle River,Diesel,Individual,Manual,Third_Owner,13.5,2179,115.0,5,N,277.5,1950,4800.0,-0.30706908824950035
4963,5108,Maruti,2009,2820,70000,West,Colorado,Louisville,Petrol,Individual,Manual,Second_Owner,17.3,1061,64.0,5,N,140.0,3500,2820.0,-0.5098883957889265
4964,5109,Maruti,2015,4200,40000,East,Maryland,Middle River,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,5,N,90.0,3500,4200.0,-0.3685294844735689
4965,5110,Maruti,2017,7500,34000,East,Maryland,Middle River,Diesel,Individual,Manual,Second_Owner,28.4,1248,74.02,5,N,190.0,2000,7500.0,-0.03049730524119192
4966,5111,Mahindra,2014,6300,120000,East,Ohio,Mount Vernon,Diesel,Individual,Manual,First_Owner,15.1,2179,140.0,7,N,330.0,2200,6300.0,-0.153418097689329
4967,5112,Tata,2018,6600,10000,East,New Hampshire,Keene,Petrol,Individual,Manual,First_Owner,20.3,1199,84.0,5,N,114.0,3500,6600.0,-0.12268789957729474
4968,5113,Mahindra,2015,6600,80000,East,New Jersey,Maplewood,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,7,N,195.0,1800,6600.0,-0.12268789957729474
4969,5114,Honda,2006,2400,100000,East,New Jersey,Bloomfield,Petrol,Individual,Manual,Second_Owner,17.7,1497,78.0,5,N,140.0,2700,2400.0,-0.5529106731457746
4970,5115,Mahindra,2011,4200,120000,East,Maine,Bangor,Diesel,Individual,Manual,First_Owner,13.0,2489,95.0,8,N,220.0,2000,4200.0,-0.3685294844735689
4971,5116,Honda,2006,2640,100000,East,Maine,Gorham,Petrol,Individual,Manual,Second_Owner,17.7,1497,78.0,5,N,140.0,2700,2640.0,-0.5283265146561471
4972,5117,Hyundai,2016,4944,25000,East,Connecticut,Plainfield,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,5,N,114.0,4000,4944.0,-0.2923185931557239
4973,5118,Maruti,2009,1512,52000,Central,Minnesota,Minneapolis,Petrol,Individual,Manual,Second_Owner,18.9,1061,67.0,5,N,84.0,3500,1512.0,-0.643872059557396
4974,5119,Maruti,2013,5160,63000,Central,Minnesota,Minneapolis,Diesel,Individual,Manual,First_Owner,23.4,1248,74.0,5,N,190.0,2000,5160.0,-0.27019285051505926
4975,5120,Maruti,2009,1560,90000,Central,Minnesota,Minneapolis,Petrol,Individual,Manual,Second_Owner,19.0,998,66.1,5,N,90.0,3500,1560.0,-0.6389552278594706
4976,5121,Tata,2017,4200,60000,South,Florida,North Miami Beach,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,5,N,114.0,3500,4200.0,-0.3685294844735689
4977,5122,Maruti,2011,2640,35000,South,Florida,North Miami Beach,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,5,N,62.0,3000,2640.0,-0.5283265146561471
4978,5123,Mahindra,2011,4560,80000,South,Florida,North Miami Beach,Diesel,Individual,Manual,First_Owner,13.6,2523,63.0,7,N,180.0,1470,4560.0,-0.33165324673912777
4979,5124,Ford,2010,2400,110000,South,Florida,North Miami Beach,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,5,N,160.0,2000,2400.0,-0.5529106731457746
4980,5125,Toyota,2015,24000,20000,South,Florida,North Miami Beach,Diesel,Individual,Manual,First_Owner,12.55,2982,168.5,7,N,343.0,2400,24000.0,1.6596635909206932
4981,5126,Ford,2015,7320,90000,South,Florida,North Miami Beach,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,5,N,205.0,2500,7320.0,-0.048935424108412486
4982,5127,BMW,2016,30000,30000,South,Florida,North Port,Petrol,Individual,Automatic,Second_Owner,15.71,1998,189.0,5,N,280.0,2975,30000.0,2.2742675531613785
4983,5128,Maruti,2017,7440,61000,Central,Kansas,Pittsburg,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,5,N,190.0,2000,7440.0,-0.03664334486359878
4984,5129,Maruti,2013,1800,66000,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,First_Owner,14.7,796,37.0,8,N,62.0,2500,1800.0,-0.6143710693698431
4985,5130,Datsun,2018,5400,80000,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,First_Owner,20.62,1198,67.0,7,N,104.0,4000,5400.0,-0.2456086920254318
4986,5131,Hyundai,2017,13800,27000,Central,Kansas,Pittsburg,Diesel,Individual,Manual,Second_Owner,19.67,1582,126.2,5,N,259.9,2325,13800.0,0.6148368551115277
4987,5132,Mahindra,2018,6000,60000,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,6,N,115.0,3550,6000.0,-0.18414829580136327
4988,5133,Maruti,2011,2952,139000,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First_Owner,18.9,998,67.1,5,N,90.0,3500,2952.0,-0.4963671086196315
4989,5134,Maruti,2017,4800,60000,Central,Kansas,Pittsburg,CNG,Individual,Manual,First_Owner,21.94,1196,61.7,5,N,85.0,3000,4800.0,-0.30706908824950035
4990,5135,Maruti,2008,780,10000,East,Pennsylvania,Wilkinsburg,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,4,N,59.0,2500,780.0,-0.7188537429507597
4991,5136,Ford,2016,8700,30000,East,Pennsylvania,Wilkinsburg,Diesel,Individual,Manual,First_Owner,21.7,1498,98.96,5,N,215.0,2125,8700.0,0.09242348720694517
4992,5137,Hyundai,2014,8832,125000,Central,Minnesota,Shoreview,Diesel,Individual,Automatic,First_Owner,22.32,1582,126.32,5,N,259.8,2325,8832.0,0.10594477437624025
4993,5138,Maruti,2018,8400,45000,Central,Kansas,Pittsburg,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,N,190.0,2000,8400.0,0.0616932890949109
4994,5139,Chevrolet,2011,1800,30000,Central,Kansas,Pittsburg,Petrol,Individual,Manual,First_Owner,18.0,995,62.0,5,N,90.3,4200,1800.0,-0.6143710693698431
4995,5140,Maruti,2010,2160,80500,Central,Kansas,Pittsburg,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,5,N,62.0,3000,2160.0,-0.5774948316354019
4996,5141,Toyota,2014,4919,200000,Central,Minnesota,Woodbury,Diesel,Individual,Manual,First_Owner,23.59,1364,67.04,5,N,170.0,2100,4919.0,-0.2948794429983934
4997,5142,Mahindra,2013,6600,60000,East,Connecticut,Naugatuck,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,7,N,195.0,1800,6600.0,-0.12268789957729474
4998,5143,Maruti,2004,600,18000,East,Maine,Auburn,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,4,N,59.0,2500,600.0,-0.7372918618179802
4999,5144,Maruti,2006,960,110000,East,New Hampshire,Concord,Diesel,Individual,Manual,Second_Owner,20.8,1527,58.0,5,N,789.0,2250,960.0,-0.7004156240835391
5000,5145,Maruti,2005,1320,90000,East,Connecticut,Seymour,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,5,N,62.0,3000,1320.0,-0.6635393863490979
5001,5146,Honda,2006,2160,120000,West,California,Pomona,Petrol,Individual,Manual,Second_Owner,17.7,1497,78.0,5,N,140.0,2700,2160.0,-0.5774948316354019
5002,5147,Maruti,2017,7260,127000,East,Massachusetts,Woburn,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,N,190.0,2000,7260.0,-0.05508146373081934
5003,5148,Maruti,2017,9600,70000,East,Massachusetts,Walpole,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,7,N,200.0,1750,9600.0,0.18461408154304798
5004,5149,Hyundai,2011,4200,116500,West,California,Pomona,Diesel,Individual,Manual,First_Owner,23.0,1396,90.0,5,N,140.0,2250,4200.0,-0.3685294844735689
5005,5150,Hyundai,2012,3600,120000,East,Connecticut,Colchester,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,5,N,113.7,4000,3600.0,-0.42998988069763744
5006,5151,Hyundai,2008,1920,100000,East,New Jersey,Parsippany,Petrol,Individual,Manual,Fourth_Above_Owner,13.9,1599,103.2,5,N,140.0,3000,1920.0,-0.6020789901250294
5007,5152,Ford,2011,2700,90000,West,California,Pomona,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,5,N,160.0,2000,2700.0,-0.5221804750337403
5008,5153,Audi,2009,12300,120000,East,Maine,Portland,Diesel,Individual,Automatic,Third_Owner,12.07,2967,241.4,7,N,550.0,2250,12300.0,0.46118586455135646
5009,5154,Tata,2017,15600,40000,East,New Hampshire,Concord,Diesel,Individual,Automatic,First_Owner,17.6,2179,153.86,7,N,400.0,2125,15600.0,0.7992180437837334
5010,5155,Volkswagen,2018,6720,18000,West,California,Pomona,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,5,N,250.0,2250,6720.0,-0.11039582033248103
5011,5156,Maruti,2017,7800,70000,West,California,Pomona,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,5,N,200.0,1750,7800.0,0.00023289287084235245
5012,5157,Mahindra,2018,13800,29000,East,New Jersey,North Arlington,Diesel,Individual,Manual,First_Owner,15.1,2179,152.87,7,N,360.0,2275,13800.0,0.6148368551115277
5013,5158,Maruti,2016,5760,65755,East,New Jersey,Lindenwold,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,5,N,115.0,4000,5760.0,-0.2087324542909907
5014,5159,Ford,2019,11520,2600,West,California,Pomona,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,5,N,205.0,2500,11520.0,0.3812873494600673
5015,5160,Mahindra,2017,12600,46000,West,California,Pomona,Diesel,Individual,Automatic,First_Owner,16.0,2179,140.0,7,N,330.0,2200,12600.0,0.4919160626633907
5016,5161,Hyundai,2017,3720,15000,East,Vermont,Burlington,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,5,N,74.5,4000,3720.0,-0.41769780145282376
5017,5162,Maruti,2014,6000,60000,East,Maine,Lewiston,Diesel,Individual,Manual,First_Owner,23.4,1248,74.0,5,N,190.0,2000,6000.0,-0.18414829580136327
5018,5163,Maruti,2017,4200,15500,East,Pennsylvania,York,Petrol,Individual,Automatic,First_Owner,23.95,998,67.1,5,N,90.0,3500,4200.0,-0.3685294844735689
5019,5164,Honda,2015,4380,120000,East,Ohio,Whitehall,Diesel,Individual,Manual,First_Owner,25.8,1498,98.6,5,N,200.0,1750,4380.0,-0.35009136560634835
5020,5165,Mitsubishi,2008,1980,120000,East,Ohio,Whitehall,Diesel,Individual,Manual,Third_Owner,14.8,1998,68.0,5,N,140.0,3000,1980.0,-0.5959329505026225
5021,5166,Tata,2007,1200,120000,East,Ohio,Whitehall,Diesel,Individual,Manual,Third_Owner,14.6,2956,63.0,10,N,140.0,1900,1200.0,-0.6758314655939116
5022,5167,Mahindra,2007,2880,80000,East,Ohio,Whitehall,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,7,N,180.0,1470,2880.0,-0.5037423561665197
5023,5168,Mahindra,2019,11100,40000,East,Pennsylvania,Wilkes Barre,Diesel,Individual,Manual,First_Owner,17.3,1497,121.0,7,N,300.0,2125,11100.0,0.3382650721032193
5024,5169,Ford,2018,7080,15000,East,Pennsylvania,Wilkes Barre,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,5,N,112.0,4000,7080.0,-0.0735195825980399
5025,5170,Tata,2013,6300,110000,East,Pennsylvania,Wilkes Barre,Diesel,Individual,Manual,Second_Owner,13.7,2179,138.1,7,N,320.0,2200,6300.0,-0.153418097689329
5026,5171,Toyota,2014,8640,80000,East,Pennsylvania,Wilkes Barre,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,8,N,200.0,2400,8640.0,0.08627744758453831
5027,5172,Renault,2017,10200,50000,East,Pennsylvania,Wilkes Barre,Diesel,Individual,Automatic,First_Owner,19.6,1461,108.45,5,N,245.0,1750,10200.0,0.24607447776711652
5028,5173,Mahindra,2010,5880,110000,East,Ohio,Whitehall,Diesel,Individual,Automatic,First_Owner,11.79,2179,120.0,8,N,290.0,2300,5880.0,-0.19644037504617698
5029,5174,Honda,2013,3900,100000,East,Ohio,Whitehall,Diesel,Individual,Manual,First_Owner,25.8,1498,98.6,5,N,200.0,1750,3900.0,-0.3992596825856032
5030,5175,Hyundai,2019,14400,20000,East,Pennsylvania,York,Diesel,Individual,Automatic,First_Owner,22.0,1582,126.2,5,N,259.87,2250,14400.0,0.6762972513355964
5031,5176,Mahindra,2012,5400,135000,East,Pennsylvania,York,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,7,N,195.0,1800,5400.0,-0.2456086920254318
5032,5177,Tata,2014,3600,50700,East,Pennsylvania,York,Diesel,Individual,Manual,First_Owner,19.09,1405,69.01,5,N,135.0,2500,3600.0,-0.42998988069763744
5033,5178,Volkswagen,2013,4380,70000,East,Pennsylvania,York,Diesel,Individual,Manual,Second_Owner,22.07,1199,73.9,5,N,180.0,2000,4380.0,-0.35009136560634835
5034,5179,Mercedes,2007,6000,120000,East,Pennsylvania,Allentown,Petrol,Individual,Automatic,First_Owner,11.7,1796,178.0,5,N,140.0,4000,6000.0,-0.18414829580136327
5035,5180,Toyota,2014,10800,112000,East,Pennsylvania,Allentown,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,8,N,200.0,2400,10800.0,0.30753487399118506
5036,5181,Hyundai,2018,8400,35000,West,Oregon,West Linn,Diesel,Individual,Manual,First_Owner,24.0,1186,73.97,5,N,190.24,2000,8400.0,0.0616932890949109
5037,5182,Renault,2017,10560,50000,West,Oregon,Tualatin,Diesel,Individual,Manual,First_Owner,19.6,1461,108.45,5,N,245.0,1750,10560.0,0.28295071550155765
5038,5183,Toyota,2014,8400,121000,West,Oregon,West Linn,Diesel,Individual,Manual,Third_Owner,12.99,2494,100.6,7,N,200.0,2400,8400.0,0.0616932890949109
5039,5184,Mahindra,2009,4560,120000,East,Pennsylvania,Allentown,Diesel,Individual,Manual,Second_Owner,12.05,2179,120.0,7,N,290.0,2300,4560.0,-0.33165324673912777
5040,5185,Toyota,2006,1800,90000,East,Pennsylvania,Allentown,Petrol,Individual,Manual,Third_Owner,13.4,1794,125.0,5,N,140.0,4200,1800.0,-0.6143710693698431
5041,5186,Maruti,2014,2820,70000,East,Pennsylvania,Allentown,CNG,Individual,Manual,Second_Owner,26.3,998,67.1,5,N,90.0,3500,2820.0,-0.5098883957889265
5042,5187,Renault,2018,3840,20000,East,Pennsylvania,Allentown,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,5,N,91.0,4250,3840.0,-0.40540572220801
5043,5188,Renault,2015,6600,60000,West,Oregon,West Linn,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,5,N,200.0,1900,6600.0,-0.12268789957729474
5044,5189,BMW,2016,38400,40000,West,Oregon,West Linn,Diesel,Individual,Automatic,First_Owner,18.12,1995,190.0,5,N,400.0,2125,38400.0,3.134713100298338
5045,5190,Toyota,2013,9000,440000,East,Pennsylvania,Altoona,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,7,N,200.0,2400,9000.0,0.12315368531897944
5046,5191,Mahindra,2017,7740,60000,West,Oregon,West Linn,Diesel,Individual,Manual,First_Owner,18.49,1493,100.0,7,N,240.0,2200,7740.0,-0.005913146751564502
5047,5192,Maruti,2015,3600,110000,East,Pennsylvania,Allentown,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,5,N,90.0,3500,3600.0,-0.42998988069763744
5048,5193,Hyundai,2016,6960,152000,East,Pennsylvania,Allentown,Diesel,Individual,Manual,First_Owner,21.19,1396,88.73,5,N,219.66,2125,6960.0,-0.0858116618428536
5049,5194,Hyundai,2011,2640,220000,East,Pennsylvania,Allentown,Petrol,Individual,Manual,Fourth_Above_Owner,17.0,1197,80.0,5,N,140.0,4000,2640.0,-0.5283265146561471
5050,5195,Mahindra,2013,5412,70000,East,Pennsylvania,Altoona,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,7,N,195.0,1800,5412.0,-0.24437948410095045
5051,5196,Tata,2018,10200,50000,East,Pennsylvania,Altoona,Petrol,Individual,Manual,First_Owner,17.0,1198,108.5,5,N,170.0,2875,10200.0,0.24607447776711652
5052,5197,Maruti,2011,3600,125000,South,Tennessee,Murfreesboro,Diesel,Individual,Manual,First_Owner,19.3,1248,73.9,5,N,190.0,2000,3600.0,-0.42998988069763744
5053,5198,Ford,2016,4200,60000,South,Tennessee,Murfreesboro,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,5,N,112.0,4000,4200.0,-0.3685294844735689
5054,5199,Maruti,2014,3600,90000,South,Tennessee,Nashville,CNG,Individual,Manual,First_Owner,21.94,1196,63.0,5,N,83.0,3000,3600.0,-0.42998988069763744
5055,5200,Maruti,2017,4680,30000,South,Tennessee,Nashville,CNG,Individual,Manual,First_Owner,21.94,1196,63.0,5,N,83.0,3000,4680.0,-0.3193611674943141
5056,5201,Toyota,2016,14400,90000,South,Tennessee,Murfreesboro,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,8,N,200.0,2400,14400.0,0.6762972513355964
5057,5202,Volkswagen,2017,6600,20000,South,Tennessee,Nashville,Petrol,Individual,Manual,First_Owner,17.0,1198,73.75,5,N,110.0,3750,6600.0,-0.12268789957729474
5058,5203,Maruti,2012,3600,110000,South,Tennessee,Nashville,Diesel,Individual,Manual,Third_Owner,22.9,1248,74.0,5,N,190.0,2000,3600.0,-0.42998988069763744
5059,5204,Volkswagen,2012,3600,150000,Central,Illinois,Alton,Diesel,Individual,Manual,Second_Owner,20.54,1598,103.6,5,N,250.0,2000,3600.0,-0.42998988069763744
5060,5205,Hyundai,2012,4200,110000,Central,Illinois,Alton,Diesel,Individual,Manual,First_Owner,23.0,1396,90.0,5,N,140.0,2250,4200.0,-0.3685294844735689
5061,5206,Hyundai,2015,10560,120000,West,Washington,Anacortes,Diesel,Individual,Manual,Second_Owner,19.67,1582,126.2,5,N,259.9,2325,10560.0,0.28295071550155765
5062,5207,Hyundai,2010,1920,120000,Central,Illinois,Alton,CNG,Individual,Manual,Second_Owner,13.2,1495,93.7,5,N,124.5,3500,1920.0,-0.6020789901250294
5063,5208,Tata,2012,3000,80000,East,New York,Watertown,Diesel,Individual,Manual,Fourth_Above_Owner,15.3,2956,83.8,7,N,250.0,1500,3000.0,-0.491450276921706
5064,5209,Hyundai,2016,7920,110000,East,New York,Watertown,Diesel,Individual,Manual,First_Owner,21.19,1396,88.73,5,N,220.0,2125,7920.0,0.012524972115656062
5065,5210,Tata,2015,5400,40000,East,New York,Watertown,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,5,N,140.0,2750,5400.0,-0.2456086920254318
5066,5211,Volkswagen,2012,4800,110000,East,New York,Valley Stream,Diesel,Individual,Manual,Second_Owner,19.7,1598,103.6,5,N,250.0,2000,4800.0,-0.30706908824950035
5067,5212,Mahindra,2019,15600,20000,East,New York,Watertown,Diesel,Individual,Manual,First_Owner,16.36,2179,120.0,7,N,280.0,2300,15600.0,0.7992180437837334
5068,5213,Ford,2013,2759,230000,East,New York,Watertown,Diesel,Individual,Manual,First_Owner,20.0,1399,68.1,5,N,160.0,2000,2759.0,-0.5161368694050402
5069,5214,Chevrolet,2010,1680,60000,East,New York,Watertown,Petrol,Individual,Manual,First_Owner,18.6,1199,79.4,5,N,108.0,4400,1680.0,-0.6266631486146568
5070,5215,Maruti,2012,2340,35000,East,New York,Watertown,Petrol,Individual,Manual,Second_Owner,19.0,998,67.1,5,N,90.0,3500,2340.0,-0.5590567127681814
5071,5216,Hyundai,2015,6000,45000,South,Arkansas,Rogers,Petrol,Individual,Manual,First_Owner,17.19,1197,81.86,5,N,114.73,4000,6000.0,-0.18414829580136327
5072,5217,Tata,2012,720,45000,South,Arkansas,Rogers,Petrol,Individual,Manual,First_Owner,25.4,624,38.0,4,N,51.0,3750,720.0,-0.7249997825731664
5073,5218,Tata,2016,4800,25000,South,Arkansas,Rogers,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,5,N,140.0,2750,4800.0,-0.30706908824950035
5074,5219,Hyundai,2014,4800,10000,East,New York,Long Beach,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,5,N,114.7,4000,4800.0,-0.30706908824950035
5075,5220,Maruti,2018,4560,19000,East,New York,Long Beach,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,5,N,90.0,3500,4560.0,-0.33165324673912777
5076,5221,Maruti,2019,6948,10000,West,Montana,Bozeman,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,5,N,115.0,4000,6948.0,-0.08704086976733498
5077,5222,Mahindra,2019,4800,25000,East,New York,Long Beach,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,6,N,115.0,3550,4800.0,-0.30706908824950035
5078,5223,Hyundai,2012,3240,30000,East,New York,Long Beach,Petrol,Individual,Manual,First_Owner,20.36,1197,78.9,5,N,111.7,4000,3240.0,-0.4668661184320786
5079,5224,Mahindra,2014,6000,90000,West,Montana,Bozeman,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,7,N,195.0,1800,6000.0,-0.18414829580136327
5080,5225,Tata,2017,5700,20000,East,New York,Lindenhurst,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,5,N,114.0,3500,5700.0,-0.21487849391339756
5081,5226,Nissan,2018,10200,48000,East,New York,Lindenhurst,Diesel,Individual,Manual,First_Owner,19.87,1461,83.14,5,N,200.0,1750,10200.0,0.24607447776711652
5082,5227,Mahindra,2009,5700,120000,East,New York,Lindenhurst,Diesel,Individual,Manual,First_Owner,12.05,2179,120.0,7,N,290.0,2300,5700.0,-0.21487849391339756
5083,5228,Maruti,2012,4440,210000,West,Montana,Bozeman,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,5,N,190.0,2000,4440.0,-0.3439453259839415
5084,5229,Hyundai,2010,2244,200400,Central,Michigan,Kalamazoo,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,5,N,99.04,4500,2244.0,-0.5688903761640324
5085,5230,Hyundai,2008,2340,110000,Central,Michigan,Kalamazoo,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,5,N,111.7,4000,2340.0,-0.5590567127681814
5086,5231,Tata,2014,5519,38000,Central,Michigan,Lansing,Diesel,Individual,Manual,First_Owner,13.93,2179,138.03,7,N,320.0,2200,5519.0,-0.2334190467743249
5087,5232,Toyota,2004,1620,90000,Central,Michigan,Kentwood,Petrol,Individual,Manual,Second_Owner,13.4,1794,125.0,5,N,140.0,4200,1620.0,-0.6328091882370637
5088,5233,Maruti,2017,10200,43000,Central,Michigan,Lansing,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,7,N,200.0,1750,10200.0,0.24607447776711652
5089,5234,Hyundai,2018,6000,25000,Central,Michigan,Lansing,Petrol,Individual,Manual,First_Owner,20.3,1086,68.0,5,N,99.0,4500,6000.0,-0.18414829580136327
5090,5235,Maruti,2016,4620,26000,Central,Michigan,Kentwood,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,5,N,90.0,3500,4620.0,-0.32550720711672093
5091,5236,Hyundai,2006,1620,120000,Central,Michigan,Lansing,Diesel,Individual,Manual,Second_Owner,16.8,1493,110.0,5,N,140.0,2325,1620.0,-0.6328091882370637
5092,5237,Maruti,2008,1440,70000,Central,Michigan,Kalamazoo,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,5,N,62.0,3000,1440.0,-0.6512473071042842
5093,5238,Honda,2006,2400,60000,Central,Michigan,Kalamazoo,Petrol,Individual,Manual,Third_Owner,11.9,2354,144.0,5,N,140.0,4700,2400.0,-0.5529106731457746
5094,5239,Tata,2007,2400,120000,Central,Michigan,Kentwood,Diesel,Individual,Manual,Second_Owner,13.93,2956,138.1,7,N,320.0,2200,2400.0,-0.5529106731457746
5095,5240,Maruti,2016,8400,20000,Central,Michigan,Kentwood,Petrol,Individual,Manual,First_Owner,20.73,1373,91.1,5,N,130.0,4000,8400.0,0.0616932890949109
5096,5241,Tata,2013,3480,25000,Central,Michigan,Kalamazoo,Diesel,Individual,Manual,First_Owner,23.57,1396,70.0,5,N,140.0,2400,3480.0,-0.4422819599424512
5097,5242,Maruti,2017,8700,60000,Central,Michigan,Jackson,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,N,190.0,2000,8700.0,0.09242348720694517
5098,5243,Tata,2008,2400,80000,Central,Michigan,Lansing,Diesel,Individual,Manual,First_Owner,12.2,1948,68.0,10,N,115.0,2500,2400.0,-0.5529106731457746
5099,5244,Maruti,2014,1860,80000,Central,Michigan,Lansing,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,8,N,59.0,2500,1860.0,-0.6082250297474362
5100,5245,Honda,2019,8280,1303,Central,Michigan,Lansing,Petrol,Dealer,Manual,First_Owner,17.8,1198,86.7,5,N,109.0,4500,8280.0,0.04940120985009719
5101,5246,Audi,2018,47700,31800,Central,Michigan,Jackson,Diesel,Dealer,Automatic,First_Owner,17.01,1968,188.0,5,N,400.0,2375,47700.0,4.087349241771401
5102,5247,Lexus,2019,61800,20000,South,Louisiana,Bossier City,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,5,N,202.0,4400,61800.0,5.5316685530370115
5103,5248,Jaguar,2017,38400,45000,South,Louisiana,Bossier City,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,5,N,430.0,2125,38400.0,3.134713100298338
5104,5249,Jeep,2017,49200,17000,South,Louisiana,Bossier City,Petrol,Individual,Automatic,First_Owner,9.5,3604,280.0,5,N,347.0,4300,49200.0,4.241000232331572
